,id,story,query,target,target_text,clean_story,proof_state,f_comb,task_name,story_edges,edge_types,query_edge,genders,task_split
962,18eedef4-54ba-42f3-92d0-6a9054bcbbb0,"[Lynn] took her daughter [Juanita] to see her very first ballet performance. [Joshua] bought a dress for his daughter [Juanita]. [James] and his daughter, [Lynn] had tea.","('Joshua', 'James')",5,father,"[Joshua] bought a dress for his daughter [Juanita]. [Lynn] took her daughter [Juanita] to see her very first ballet performance. [James] and his daughter, [Lynn] had tea.","[{('Joshua', 'father', 'James'): [('Joshua', 'daughter', 'Juanita'), ('Juanita', 'grandfather', 'James')]}, {('Juanita', 'grandfather', 'James'): [('Juanita', 'mother', 'Lynn'), ('Lynn', 'father', 'James')]}]",daughter-mother-father,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['daughter', 'mother', 'father']","(0, 3)","Joshua:male,Juanita:female,Lynn:female,James:male",train
963,4225f5ac-dfe8-4cc4-93f7-0548f5010383,"[Francisco] and his wife, [Cindy], took [Francisco]'s daughter [Wilhelmina] to the park for a nice day in the sun. [Cindy] and her sister [David] were fighting. They never fight long though, and they made up the next day.","('David', 'Wilhelmina')",17,niece,"[Cindy] and her sister [David] were fighting. They never fight long though, and they made up the next day. [Francisco] and his wife, [Cindy], took [Francisco]'s daughter [Wilhelmina] to the park for a nice day in the sun.","[{('David', 'niece', 'Wilhelmina'): [('David', 'sister', 'Cindy'), ('Cindy', 'daughter', 'Wilhelmina')]}, {('Cindy', 'daughter', 'Wilhelmina'): [('Cindy', 'husband', 'Francisco'), ('Francisco', 'daughter', 'Wilhelmina')]}]",sister-husband-daughter,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['sister', 'husband', 'daughter']","(0, 3)","David:female,Cindy:female,Francisco:male,Wilhelmina:female",train
964,eda62d35-4fa6-43e1-937b-1922174296d4,"[Bobby] hated [Hugh], so [Bobby] ran away from home. [Bobby] figured [Hugh] did n't like being hid dad anyhow. [Gloria] was talking to her brothers [Bobby] and [Johnson] when her mother yelled for her to come inside.","('Johnson', 'Hugh')",5,father,"[Gloria] was talking to her brothers [Bobby] and [Johnson] when her mother yelled for her to come inside. [Bobby] hated [Hugh], so [Bobby] ran away from home. [Bobby] figured [Hugh] did n't like being hid dad anyhow.","[{('Johnson', 'father', 'Hugh'): [('Johnson', 'sister', 'Gloria'), ('Gloria', 'father', 'Hugh')]}, {('Gloria', 'father', 'Hugh'): [('Gloria', 'brother', 'Bobby'), ('Bobby', 'father', 'Hugh')]}]",sister-brother-father,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['sister', 'brother', 'father']","(0, 3)","Johnson:male,Gloria:female,Bobby:male,Hugh:male",train
965,6c7bde76-7ff3-4a99-9032-dc0fb7b42e4f,[Wayne] and her sister [Carrie] decided to take a trip to Mexico together. [Carrie] and her sister [Wilhelmina] were getting together this weekend so that they could go hiking together they had n't spent time together alone in a while. [Wayne] made cookies with his grandma [Frances].,"('Wilhelmina', 'Frances')",7,grandmother,[Carrie] and her sister [Wilhelmina] were getting together this weekend so that they could go hiking together they had n't spent time together alone in a while. [Wayne] and her sister [Carrie] decided to take a trip to Mexico together. [Wayne] made cookies with his grandma [Frances].,"[{('Wilhelmina', 'grandmother', 'Frances'): [('Wilhelmina', 'sister', 'Carrie'), ('Carrie', 'grandmother', 'Frances')]}, {('Carrie', 'grandmother', 'Frances'): [('Carrie', 'brother', 'Wayne'), ('Wayne', 'grandmother', 'Frances')]}]",sister-brother-grandmother,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['sister', 'brother', 'grandmother']","(0, 3)","Wilhelmina:female,Carrie:female,Wayne:male,Frances:female",train
966,1c3965e9-c2e7-4d1a-8f07-50fca85d0e55,"[Hugh] and his brother, [Joshua], went out to dinner. [Hugh] talked about his daughter, [Marie],'s play at school. [Francisco], [Marie]'s uncle, recently got into fishing.","('Joshua', 'Francisco')",3,brother,"[Hugh] and his brother, [Joshua], went out to dinner. [Hugh] talked about his daughter, [Marie],'s play at school. [Francisco], [Marie]'s uncle, recently got into fishing.","[{('Joshua', 'brother', 'Francisco'): [('Joshua', 'brother', 'Hugh'), ('Hugh', 'brother', 'Francisco')]}, {('Hugh', 'brother', 'Francisco'): [('Hugh', 'daughter', 'Marie'), ('Marie', 'uncle', 'Francisco')]}]",brother-daughter-uncle,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['brother', 'daughter', 'uncle']","(0, 3)","Joshua:male,Hugh:male,Marie:female,Francisco:male",train
967,db1ea265-3569-4215-898f-3beeea1d47d4,"[James]'s son, [Wesley], had been misbehaving, so [James] had to spank him. Now that the weekend was here, [Hugh] kept his promise to his daughter [Marie] and took her out shopping. [James] took his granddaughter [Marie] to the park.","('Hugh', 'Wesley')",3,brother,"Now that the weekend was here, [Hugh] kept his promise to his daughter [Marie] and took her out shopping. [James] took his granddaughter [Marie] to the park. [James]'s son, [Wesley], had been misbehaving, so [James] had to spank him.","[{('Hugh', 'brother', 'Wesley'): [('Hugh', 'father', 'James'), ('James', 'son', 'Wesley')]}, {('Hugh', 'father', 'James'): [('Hugh', 'daughter', 'Marie'), ('Marie', 'grandfather', 'James')]}]",daughter-grandfather-son,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['daughter', 'grandfather', 'son']","(0, 3)","Hugh:male,Marie:female,James:male,Wesley:male",train
968,6136ca5b-64c7-400d-9cf1-22ebc380680d,"[Lena] learned that her daughter [Martha] just got a new job. [Lena]'s son [Charles] also works for the same company. [Wesley]'s son, [Charles], had been misbehaving, so [Wesley] had to spank him.","('Wesley', 'Martha')",16,daughter,"[Wesley]'s son, [Charles], had been misbehaving, so [Wesley] had to spank him. [Lena] learned that her daughter [Martha] just got a new job. [Lena]'s son [Charles] also works for the same company.","[{('Wesley', 'daughter', 'Martha'): [('Wesley', 'son', 'Charles'), ('Charles', 'sister', 'Martha')]}, {('Charles', 'sister', 'Martha'): [('Charles', 'mother', 'Lena'), ('Lena', 'daughter', 'Martha')]}]",son-mother-daughter,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['son', 'mother', 'daughter']","(0, 3)","Wesley:male,Charles:male,Lena:female,Martha:female",train
969,44c97dee-063f-459b-953e-63d70f2071e0,"[Andrea] took her sister [Juanita] out for dinner to celebrate her birthday. [Andrea] took her mother, [Lynn], out for lunch. [Lynn] has a son called [Don]. Each day they go to the park after school.","('Juanita', 'Don')",3,brother,"[Andrea] took her sister [Juanita] out for dinner to celebrate her birthday. [Andrea] took her mother, [Lynn], out for lunch. [Lynn] has a son called [Don]. Each day they go to the park after school.","[{('Juanita', 'brother', 'Don'): [('Juanita', 'sister', 'Andrea'), ('Andrea', 'brother', 'Don')]}, {('Andrea', 'brother', 'Don'): [('Andrea', 'mother', 'Lynn'), ('Lynn', 'son', 'Don')]}]",sister-mother-son,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['sister', 'mother', 'son']","(0, 3)","Juanita:female,Andrea:female,Lynn:female,Don:male",train
970,13a4d64f-39bc-4c52-8970-d52af50ee43f,"[James] had his wife, [Frances], get more firewood as he told his granddaughter, [Felicia], stories around the campfire. Intrigued, [Felicia]'s sister [Andrea] leaned in closer to listen.","('Frances', 'Andrea')",11,granddaughter,"[James] had his wife, [Frances], get more firewood as he told his granddaughter, [Felicia], stories around the campfire. Intrigued, [Felicia]'s sister [Andrea] leaned in closer to listen.","[{('Frances', 'granddaughter', 'Andrea'): [('Frances', 'husband', 'James'), ('James', 'granddaughter', 'Andrea')]}, {('James', 'granddaughter', 'Andrea'): [('James', 'granddaughter', 'Felicia'), ('Felicia', 'sister', 'Andrea')]}]",husband-granddaughter-sister,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['husband', 'granddaughter', 'sister']","(0, 3)","Frances:female,James:male,Felicia:female,Andrea:female",train
971,982cc84d-e745-4dea-abfb-33d73d94712d,[James] was happy to go to the christening of [Chris] when his friends [Wesley] and [Lena] asked him to be responsible for [Chris],"('Wesley', 'James')",5,father,[James] was happy to go to the christening of [Chris] when his friends [Wesley] and [Lena] asked him to be responsible for [Chris],"[{('Wesley', 'father', 'James'): [('Wesley', 'son', 'Chris'), ('Chris', 'grandfather', 'James')]}, {('Wesley', 'son', 'Chris'): [('Wesley', 'wife', 'Lena'), ('Lena', 'son', 'Chris')]}]",wife-son-grandfather,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['wife', 'son', 'grandfather']","(0, 3)","Wesley:male,Lena:female,Chris:male,James:male",train
972,633b6909-22b8-4068-b0a3-37e48104e60a,"[Francisco] called his brother [Wesley] on Friday because it was his birthday. [Hugh] was playing football in the yard with his brother [Francisco]. [Hugh]'s daughter, [Marie], was fingerpainting in the grass.","('Marie', 'Wesley')",8,uncle,"[Hugh] was playing football in the yard with his brother [Francisco]. [Hugh]'s daughter, [Marie], was fingerpainting in the grass. [Francisco] called his brother [Wesley] on Friday because it was his birthday.","[{('Marie', 'uncle', 'Wesley'): [('Marie', 'father', 'Hugh'), ('Hugh', 'brother', 'Wesley')]}, {('Hugh', 'brother', 'Wesley'): [('Hugh', 'brother', 'Francisco'), ('Francisco', 'brother', 'Wesley')]}]",father-brother-brother,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['father', 'brother', 'brother']","(0, 3)","Marie:female,Hugh:male,Francisco:male,Wesley:male",train
973,1c8c7b30-9227-40fe-a67e-e13ecac6fe8f,"[Chris] was glad his aunt [Cindy] could visit for a while [Lena]'s son called [Chris] is good and intelligent boy [Cindy] took her son, [Wayne], to the movie theater for his birthday.","('Lena', 'Wayne')",14,nephew,"[Lena]'s son called [Chris] is good and intelligent boy [Chris] was glad his aunt [Cindy] could visit for a while [Cindy] took her son, [Wayne], to the movie theater for his birthday.","[{('Lena', 'nephew', 'Wayne'): [('Lena', 'sister', 'Cindy'), ('Cindy', 'son', 'Wayne')]}, {('Lena', 'sister', 'Cindy'): [('Lena', 'son', 'Chris'), ('Chris', 'aunt', 'Cindy')]}]",son-aunt-son,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['son', 'aunt', 'son']","(0, 3)","Lena:female,Chris:male,Cindy:female,Wayne:male",train
974,1a25ac31-a021-4c30-85f6-f2315440c3ab,"[Lynn] told her daughter [Felicia] to wash up. Dinner was ready. [Joshua] went to the store with his brother, [Hugh]. [Felicia] took her father [Joshua] out to dinner for Father's Day.","('Lynn', 'Hugh')",3,brother,"[Lynn] told her daughter [Felicia] to wash up. Dinner was ready. [Felicia] took her father [Joshua] out to dinner for Father's Day. [Joshua] went to the store with his brother, [Hugh].","[{('Lynn', 'brother', 'Hugh'): [('Lynn', 'daughter', 'Felicia'), ('Felicia', 'uncle', 'Hugh')]}, {('Felicia', 'uncle', 'Hugh'): [('Felicia', 'father', 'Joshua'), ('Joshua', 'brother', 'Hugh')]}]",daughter-father-brother,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['daughter', 'father', 'brother']","(0, 3)","Lynn:female,Felicia:female,Joshua:male,Hugh:male",train
975,74cc1e06-8ac7-4985-b834-fe9856f86e68,"[Hugh] had a great family. His son, [Bobby], worked hard with his brother, [Johnson] on a furniture business. [Johnson] then married [Evangeline], their neighbor.","('Evangeline', 'Hugh')",12,father-in-law,"[Hugh] had a great family. His son, [Bobby], worked hard with his brother, [Johnson] on a furniture business. [Johnson] then married [Evangeline], their neighbor.","[{('Evangeline', 'father-in-law', 'Hugh'): [('Evangeline', 'husband', 'Johnson'), ('Johnson', 'father', 'Hugh')]}, {('Johnson', 'father', 'Hugh'): [('Johnson', 'brother', 'Bobby'), ('Bobby', 'father', 'Hugh')]}]",husband-brother-father,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['husband', 'brother', 'father']","(0, 3)","Evangeline:female,Johnson:male,Bobby:male,Hugh:male",train
976,8acebbae-59bf-407e-a37f-8ff3bb2e6dbd,"[Cindy] took her younger sister [Lena] to the carnival last weekend. [Don] called his mother, [Lynn], to tell her the good news of his engagement. [Lena] and her sister [Lynn] have never been close. Still, they love each other because they are family.","('Don', 'Cindy')",0,aunt,"[Don] called his mother, [Lynn], to tell her the good news of his engagement. [Lena] and her sister [Lynn] have never been close. Still, they love each other because they are family. [Cindy] took her younger sister [Lena] to the carnival last weekend.","[{('Don', 'aunt', 'Cindy'): [('Don', 'mother', 'Lynn'), ('Lynn', 'sister', 'Cindy')]}, {('Lynn', 'sister', 'Cindy'): [('Lynn', 'sister', 'Lena'), ('Lena', 'sister', 'Cindy')]}]",mother-sister-sister,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['mother', 'sister', 'sister']","(0, 3)","Don:male,Lynn:female,Lena:female,Cindy:female",train
977,efb1a18e-9f88-4d12-ac3f-cc75023ec930,[Frances] and her daughter [Lena] went out to dinner. [Wesley] liked playing with his brother [Francisco] more than anyone else. This made [Lena] jealous of her brother [Francisco].,"('Frances', 'Wesley')",15,son,[Frances] and her daughter [Lena] went out to dinner. [Wesley] liked playing with his brother [Francisco] more than anyone else. This made [Lena] jealous of her brother [Francisco].,"[{('Frances', 'son', 'Wesley'): [('Frances', 'son', 'Francisco'), ('Francisco', 'brother', 'Wesley')]}, {('Frances', 'son', 'Francisco'): [('Frances', 'daughter', 'Lena'), ('Lena', 'brother', 'Francisco')]}]",daughter-brother-brother,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['daughter', 'brother', 'brother']","(0, 3)","Frances:female,Lena:female,Francisco:male,Wesley:male",train
978,aa1eddb4-3b75-4405-b14a-585d686c3729,"[Charles] asked his mom [Lena] if she would bake him a cake. [Lena] told him she would n't, because [Charles] was getting fat and did n't need the extra calories. [Martha] is always around her brother [Charles]. [Lena] was playing in the sandbox with her brother [Francisco].","('Martha', 'Francisco')",8,uncle,"[Martha] is always around her brother [Charles]. [Charles] asked his mom [Lena] if she would bake him a cake. [Lena] told him she would n't, because [Charles] was getting fat and did n't need the extra calories. [Lena] was playing in the sandbox with her brother [Francisco].","[{('Martha', 'uncle', 'Francisco'): [('Martha', 'mother', 'Lena'), ('Lena', 'brother', 'Francisco')]}, {('Martha', 'mother', 'Lena'): [('Martha', 'brother', 'Charles'), ('Charles', 'mother', 'Lena')]}]",brother-mother-brother,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['brother', 'mother', 'brother']","(0, 3)","Martha:female,Charles:male,Lena:female,Francisco:male",train
979,ada250f6-5620-49b2-b7e0-92962d0c3e15,"[Hugh] went on a roadtrip with his youngest child, [Johnson]. [Lynn] needed to go to the store. [Lynn] asked her sister [David] for a ride. [David] asked her son [Johnson] to take her car to get the oil changed and he said he would be there around 2 o'clock.","('Hugh', 'Lynn')",4,sister,"[Hugh] went on a roadtrip with his youngest child, [Johnson]. [David] asked her son [Johnson] to take her car to get the oil changed and he said he would be there around 2 o'clock. [Lynn] needed to go to the store. [Lynn] asked her sister [David] for a ride.","[{('Hugh', 'sister', 'Lynn'): [('Hugh', 'son', 'Johnson'), ('Johnson', 'aunt', 'Lynn')]}, {('Johnson', 'aunt', 'Lynn'): [('Johnson', 'mother', 'David'), ('David', 'sister', 'Lynn')]}]",son-mother-sister,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['son', 'mother', 'sister']","(0, 3)","Hugh:male,Johnson:male,David:female,Lynn:female",train
980,8dc23351-7e1e-4ce4-9189-3b80e402e58d,"[Cindy] cooked supper for her husband [Francisco] and her son [Wayne]. [Wayne]'s sister [Carrie] was upset that she could n't come, but she had to work.","('Francisco', 'Carrie')",16,daughter,"[Cindy] cooked supper for her husband [Francisco] and her son [Wayne]. [Wayne]'s sister [Carrie] was upset that she could n't come, but she had to work.","[{('Francisco', 'daughter', 'Carrie'): [('Francisco', 'wife', 'Cindy'), ('Cindy', 'daughter', 'Carrie')]}, {('Cindy', 'daughter', 'Carrie'): [('Cindy', 'son', 'Wayne'), ('Wayne', 'sister', 'Carrie')]}]",wife-son-sister,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['wife', 'son', 'sister']","(0, 3)","Francisco:male,Cindy:female,Wayne:male,Carrie:female",train
981,b7d0f5c6-9f4b-4264-86c3-08309a952e0b,"[Johnson] and his brother [Bobby] went out for lunch. [Johnson] had a burger, and [Bobby] had a chicken sandwich. [James] wanted his son, [Hugh], to go fishing with him. [Bobby]'s father, [Hugh], bought him some ice cream.","('Johnson', 'James')",2,grandfather,"[Johnson] and his brother [Bobby] went out for lunch. [Johnson] had a burger, and [Bobby] had a chicken sandwich. [Bobby]'s father, [Hugh], bought him some ice cream. [James] wanted his son, [Hugh], to go fishing with him.","[{('Johnson', 'grandfather', 'James'): [('Johnson', 'brother', 'Bobby'), ('Bobby', 'grandfather', 'James')]}, {('Bobby', 'grandfather', 'James'): [('Bobby', 'father', 'Hugh'), ('Hugh', 'father', 'James')]}]",brother-father-father,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['brother', 'father', 'father']","(0, 3)","Johnson:male,Bobby:male,Hugh:male,James:male",train
982,f2decf3d-2def-45f9-a72b-25f2fe5172d7,"[David] and her sister [Lynn] went shopping at the mall. [David]'s daughter [Marie] stayed home to study. [Marie] does n't like having to babysit her younger brother, [Johnson].","('Lynn', 'Johnson')",14,nephew,"[David] and her sister [Lynn] went shopping at the mall. [David]'s daughter [Marie] stayed home to study. [Marie] does n't like having to babysit her younger brother, [Johnson].","[{('Lynn', 'nephew', 'Johnson'): [('Lynn', 'sister', 'David'), ('David', 'son', 'Johnson')]}, {('David', 'son', 'Johnson'): [('David', 'daughter', 'Marie'), ('Marie', 'brother', 'Johnson')]}]",sister-daughter-brother,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['sister', 'daughter', 'brother']","(0, 3)","Lynn:female,David:female,Marie:female,Johnson:male",train
983,e1008ad9-367c-48ad-86d4-1930287e87ad,"[Lynn] took her younger sister [Cindy] to the carnival last weekend. [Cindy] went to the arcade with her niece, [Marie]. They had lots of fun playing together. [David] told her daughter [Marie] to wash up. Dinner was ready.","('David', 'Lynn')",4,sister,"[David] told her daughter [Marie] to wash up. Dinner was ready. [Cindy] went to the arcade with her niece, [Marie]. They had lots of fun playing together. [Lynn] took her younger sister [Cindy] to the carnival last weekend.","[{('David', 'sister', 'Lynn'): [('David', 'sister', 'Cindy'), ('Cindy', 'sister', 'Lynn')]}, {('David', 'sister', 'Cindy'): [('David', 'daughter', 'Marie'), ('Marie', 'aunt', 'Cindy')]}]",daughter-aunt-sister,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['daughter', 'aunt', 'sister']","(0, 3)","David:female,Marie:female,Cindy:female,Lynn:female",train
984,67285ad3-4d0b-4d3f-bf9a-db4bf215d9b1,[Carrie] asked her two sisters [Natasha] and [Wilhelmina] if they were free for coffee this coming weekend. [Cindy] was so proud of her daughter [Natasha] for getting straight A's this semester.,"('Wilhelmina', 'Cindy')",6,mother,[Carrie] asked her two sisters [Natasha] and [Wilhelmina] if they were free for coffee this coming weekend. [Cindy] was so proud of her daughter [Natasha] for getting straight A's this semester.,"[{('Wilhelmina', 'mother', 'Cindy'): [('Wilhelmina', 'sister', 'Carrie'), ('Carrie', 'mother', 'Cindy')]}, {('Carrie', 'mother', 'Cindy'): [('Carrie', 'sister', 'Natasha'), ('Natasha', 'mother', 'Cindy')]}]",sister-sister-mother,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['sister', 'sister', 'mother']","(0, 3)","Wilhelmina:female,Carrie:female,Natasha:female,Cindy:female",train
985,691f885f-6654-4788-8236-906af1a8e0f2,[Frances] picked her granddaughter [Marie] up from school Monday. [Marie] 'brother [Bobby] rode the bus home after school. [Johnson] and [Bobby] are brothers. they like to spend time together,"('Frances', 'Johnson')",10,grandson,[Frances] picked her granddaughter [Marie] up from school Monday. [Marie] 'brother [Bobby] rode the bus home after school. [Johnson] and [Bobby] are brothers. they like to spend time together,"[{('Frances', 'grandson', 'Johnson'): [('Frances', 'grandson', 'Bobby'), ('Bobby', 'brother', 'Johnson')]}, {('Frances', 'grandson', 'Bobby'): [('Frances', 'granddaughter', 'Marie'), ('Marie', 'brother', 'Bobby')]}]",granddaughter-brother-brother,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['granddaughter', 'brother', 'brother']","(0, 3)","Frances:female,Marie:female,Bobby:male,Johnson:male",train
986,c886ba73-d977-4fdd-876f-4e17f10f1edd,[Gloria] went shopping at the mall with her mother [David] [Johnson] enjoys talking to his sister. Her name is [Gloria]. [Johnson] and [Evangeline] celebrated their one year anniversary of marriage today.,"('Evangeline', 'David')",13,mother-in-law,[Johnson] and [Evangeline] celebrated their one year anniversary of marriage today. [Johnson] enjoys talking to his sister. Her name is [Gloria]. [Gloria] went shopping at the mall with her mother [David],"[{('Evangeline', 'mother-in-law', 'David'): [('Evangeline', 'husband', 'Johnson'), ('Johnson', 'mother', 'David')]}, {('Johnson', 'mother', 'David'): [('Johnson', 'sister', 'Gloria'), ('Gloria', 'mother', 'David')]}]",husband-sister-mother,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['husband', 'sister', 'mother']","(0, 3)","Evangeline:female,Johnson:male,Gloria:female,David:female",train
987,7cae276a-232d-45f6-af1c-81fa31f0238a,"[Gloria] borrowed some money from her brother [Johnson]. [Johnson] often goes out for lunch with his sister, [Marie]. [Gloria] was happy to see her grandfather [James] before she went off to college.","('James', 'Marie')",11,granddaughter,"[Gloria] was happy to see her grandfather [James] before she went off to college. [Gloria] borrowed some money from her brother [Johnson]. [Johnson] often goes out for lunch with his sister, [Marie].","[{('James', 'granddaughter', 'Marie'): [('James', 'granddaughter', 'Gloria'), ('Gloria', 'sister', 'Marie')]}, {('Gloria', 'sister', 'Marie'): [('Gloria', 'brother', 'Johnson'), ('Johnson', 'sister', 'Marie')]}]",granddaughter-brother-sister,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['granddaughter', 'brother', 'sister']","(0, 3)","James:male,Gloria:female,Johnson:male,Marie:female",train
988,b0e4cbe1-4e44-463f-aba6-a8ad7c56d1d5,"[Chris] and his wife, [Mildred], prepared dinner for [Chris]'s sister [Martha]. Although [Martha]'s father [Wesley] would have preferred to eat out at a restaurant.","('Mildred', 'Wesley')",12,father-in-law,"[Chris] and his wife, [Mildred], prepared dinner for [Chris]'s sister [Martha]. Although [Martha]'s father [Wesley] would have preferred to eat out at a restaurant.","[{('Mildred', 'father-in-law', 'Wesley'): [('Mildred', 'husband', 'Chris'), ('Chris', 'father', 'Wesley')]}, {('Chris', 'father', 'Wesley'): [('Chris', 'sister', 'Martha'), ('Martha', 'father', 'Wesley')]}]",husband-sister-father,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['husband', 'sister', 'father']","(0, 3)","Mildred:female,Chris:male,Martha:female,Wesley:male",train
989,c50e1426-aa4a-4c1c-b831-944d02e0c7d0,"[Natasha] asked her father [Francisco] if he could beat up a bully at school for her. [Francisco] told her she had to learn to fight her own battles, but he did teach her how to throw a punch. [Natasha] missed her grandmother [Frances] when [Frances] went away on a cruise vacation. [Francisco] is coaching his daughter [Wilhelmina]'s softball team this summer.","('Frances', 'Wilhelmina')",11,granddaughter,"[Natasha] missed her grandmother [Frances] when [Frances] went away on a cruise vacation. [Natasha] asked her father [Francisco] if he could beat up a bully at school for her. [Francisco] told her she had to learn to fight her own battles, but he did teach her how to throw a punch. [Francisco] is coaching his daughter [Wilhelmina]'s softball team this summer.","[{('Frances', 'granddaughter', 'Wilhelmina'): [('Frances', 'granddaughter', 'Natasha'), ('Natasha', 'sister', 'Wilhelmina')]}, {('Natasha', 'sister', 'Wilhelmina'): [('Natasha', 'father', 'Francisco'), ('Francisco', 'daughter', 'Wilhelmina')]}]",granddaughter-father-daughter,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['granddaughter', 'father', 'daughter']","(0, 3)","Frances:female,Natasha:female,Francisco:male,Wilhelmina:female",train
990,95864eac-faf1-4de8-859f-3a7268108f67,"[Cindy]'s brother, [Joshua], was getting ready to start a new job. [Cindy] was very happy for him. [Pamela]'s father [Wesley] is taking her to a movie because she got good grades. [Pamela] loves hanging out with her uncle [Joshua].","('Wesley', 'Cindy')",4,sister,"[Pamela]'s father [Wesley] is taking her to a movie because she got good grades. [Pamela] loves hanging out with her uncle [Joshua]. [Cindy]'s brother, [Joshua], was getting ready to start a new job. [Cindy] was very happy for him.","[{('Wesley', 'sister', 'Cindy'): [('Wesley', 'brother', 'Joshua'), ('Joshua', 'sister', 'Cindy')]}, {('Wesley', 'brother', 'Joshua'): [('Wesley', 'daughter', 'Pamela'), ('Pamela', 'uncle', 'Joshua')]}]",daughter-uncle-sister,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['daughter', 'uncle', 'sister']","(0, 3)","Wesley:male,Pamela:female,Joshua:male,Cindy:female",train
991,23dcb7ab-33ae-44d1-82aa-783212a02492,"[Charles] was so excited to give his mother, [Lena], a really nice card for Mother's Day. He loves her very much. [Francisco] is a great uncle of [Martha]. [Lena] took her daughter, [Martha], out to High Tea yesterday afternoon.","('Charles', 'Francisco')",8,uncle,"[Charles] was so excited to give his mother, [Lena], a really nice card for Mother's Day. He loves her very much. [Lena] took her daughter, [Martha], out to High Tea yesterday afternoon. [Francisco] is a great uncle of [Martha].","[{('Charles', 'uncle', 'Francisco'): [('Charles', 'mother', 'Lena'), ('Lena', 'brother', 'Francisco')]}, {('Lena', 'brother', 'Francisco'): [('Lena', 'daughter', 'Martha'), ('Martha', 'uncle', 'Francisco')]}]",mother-daughter-uncle,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['mother', 'daughter', 'uncle']","(0, 3)","Charles:male,Lena:female,Martha:female,Francisco:male",train
992,3d61fb27-8ebb-47c2-bb70-bc146a9df7ca,[Pamela] has an aunt named [David] [Wesley] went to visit his brother [Francisco] yesterday and his daughter [Pamela] wanted to come along. He told her no because she needed to get her homework done.,"('Francisco', 'David')",4,sister,[Wesley] went to visit his brother [Francisco] yesterday and his daughter [Pamela] wanted to come along. He told her no because she needed to get her homework done. [Pamela] has an aunt named [David],"[{('Francisco', 'sister', 'David'): [('Francisco', 'brother', 'Wesley'), ('Wesley', 'sister', 'David')]}, {('Wesley', 'sister', 'David'): [('Wesley', 'daughter', 'Pamela'), ('Pamela', 'aunt', 'David')]}]",brother-daughter-aunt,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['brother', 'daughter', 'aunt']","(0, 3)","Francisco:male,Wesley:male,Pamela:female,David:female",train
993,e2add1ce-d34b-4540-bf9f-54574d67ee72,"[Felicia] went on a vacation with her brother [Don]. [James] invited his daughter [Lynn] to dinner. [Felicia], who is Effie´s daughter also went with them.","('James', 'Don')",10,grandson,"[James] invited his daughter [Lynn] to dinner. [Felicia], who is Effie´s daughter also went with them. [Felicia] went on a vacation with her brother [Don].","[{('James', 'grandson', 'Don'): [('James', 'daughter', 'Lynn'), ('Lynn', 'son', 'Don')]}, {('Lynn', 'son', 'Don'): [('Lynn', 'daughter', 'Felicia'), ('Felicia', 'brother', 'Don')]}]",daughter-daughter-brother,task_1.3,"[(0, 1), (1, 2), (2, 3)]","['daughter', 'daughter', 'brother']","(0, 3)","James:male,Lynn:female,Felicia:female,Don:male",train
